keys,es,en,personaje,emocion,image,escena
ntr3_visual_txt56,(Bien.....),(Good.....),,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt57,(Y por que me estoy empezando....),(And because I'm starting....),,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt58,(A exitar demasiado....),(To get too excited....),,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt59,(¿En que cosas estoy pensando?),(What am I thinking about?),,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt60,(!Havany por favor concentrate!),(Havany please concentrate!),,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt61,(!Deja de pensar en cosas sucias!),(Stop thinking about dirty things!),,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt62,¿Estas pensando en cosas sucias verdad?,You're thinking about dirty things right?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt63,!¿QUE?!,WHAT?!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt64,!Jajaja!,Hahaha!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt65,Te dije que yo se lo que piensas....,I told you I know what you're thinking....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt66,Conozco bien a las putas como tu...,I know whores like you well...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt67,.....,.....,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt68,Bien pasemos a lo siguiente....,Okay let's move on to the next thing....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt69,Sientate y enseñame tu coño...,Sit down and show me your pussy...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt70,!¿COMO?!,WHAT?!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt71,¿No me oiste?,Didn't you hear me?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt72,!Me voy a comer tu dulce coño!,I'm going to eat your sweet pussy!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt73,!Ya!,Now!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt74,!!Pero!!,But!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt75,!!PERO NADA!! !!ES UNA ORDEN PERRA!!,!!BUT NOTHING!! IT'S AN ORDER BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt76,Si.... amo...,Yes.... master...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt77,Ah....,Ah....,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt78,...Ah..... ah....,...Ah..... ah....,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt79,...Mmmmh.....,...Mmmmh.....,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt80,¿Te gusta no es asi puta?❤,You like it don't you bitch?❤,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt81,......,......,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt82,Es.... que...,It's...... that...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt83,Soy muy sensible de ahi...,I'm very sensitive there...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt84,¿Ah si?,Oh yeah?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt85,Si.......,Yes.......,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt86,!!Perfecto entonces hagamoslo mas rapido!!,!!Perfect then let's do it faster!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt87,!!No espera!!,!!No wait!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt88,!!Ahhh....!!,!!Ahhh....!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt89,!!Mas despacio!!!,!!Slow down!!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt90,!!Ahhh... AHHHH!!,!!Ahhh... AHHHH!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt91,!!No puedo!!,!!I can't!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt92,!!Es...dema...ciado.... para  mi....!!!,!!It's...too.... for me....!!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt93,!!Mhmmm!!,!!Mhmmm!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt94,Una verdadera puta....,A real whore....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt95,Puede soportar ,Can handle,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt96,!Que me coma todo su coño!,! Me eating her whole pussy!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt97,!!Ahhh....!!,!!Ahhh....!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt98,!!Ahhh... AHHHH!!,!!Ahhh... AHHHH!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt99,...Mmmmh.....,...Mmmmh.....,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt100,!!No puedo....!!,!!I can't....!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt101,!!Ahhh....!!❤,!!Ahhh....!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt102,!!Ahhh... AHHHH!!❤,!!Ahhh... AHHHH!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt103,¿Que tu  novio tampoco te habia comido el coño?,So your boyfriend hasn't eaten your pussy either?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt104,!!Ahhh....!!❤,!!Ahhh....!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt105,No...,No...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt106,!!Que rico!! ❤,!! How delicious!! ❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt107,El no... hace estas cosas...,He doesn't... do these things...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt108,Como puede tener una mujer asi de rica y no deborarte diario....,How can he have such a delicious woman and not devour you every day....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt109,!!Ahhh....!!❤,!!Ahhh....!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt110,No... lo se...,No... I know...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt111,!!Ahhh... AHHHH!!❤,!!Ahhh... AHHHH!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt112,...Mmmmh.....❤,...Mmmmh.....❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt113,!!Me voy a venir!!!,!! I'm gonna cum!!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt114,!!AAAAHHH!!,!!AAAAHHH!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt115,❤❤❤❤❤❤❤,❤❤❤❤❤❤❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt116,Eso es.... Por fin estas dejando a tu puta interior....,That's it.... You're finally letting your inner whore go....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt117,¿Se sintio rico verdad?,Felt delicious right?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt118,Si....,Yes....,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt119,Mucho...,Very...,,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt120,Bien.. yo ya te hice venir....,Good.. I already made you cum...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt121,Ahora te toca a ti....,Now it's your turn...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt122,Complacerme a mi...,To please me...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S7.png,NTR3
ntr3_visual_txt123,¿!Que!?,What!?,,NORMAL,res://art/cutscenes/NTR/ntr3/S8.png,NTR3
ntr3_visual_txt124,!¿COMO?!,HOW?!,,NORMAL,res://art/cutscenes/NTR/ntr3/S8.png,NTR3
ntr3_visual_txt125,Sabes muy bien como...,You know very well how...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S8.png,NTR3
ntr3_visual_txt126,!Vas a ver la verga de un verdadero hombre!,You're going to see a real man's cock!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S8.png,NTR3
ntr3_visual_txt127,!!Es enorme!!,It's huge!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S9.png,NTR3
ntr3_visual_txt128,!!Nunca habia visto algo asi!!,I've never seen anything like this!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S9.png,NTR3
ntr3_visual_txt129,Asi es... apreciala...,That's right... appreciate it...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt130,¿Se te antoja verdad?,You fancy it right?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt131,Pruebala...,Try it...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt132,Eso no va a caber en mi boca...,That won't fit in my mouth...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt133,!!QUE TE LA TRAGUES PERRA!!,SWALLOW IT BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt134,...glup...,...gulp...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt135,!!Glup.... !!glup!...,Gulp.... !!Gulp!...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt136,!!No puedo....!!,!!I can't...!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt137,!!Glup...!,!!Gulp...!,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt138,!!Respirar!!,!!Breathe!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt139,(!No puedo creer que tenga su pene en mi boca!),(!I can't believe his penis is in my mouth!),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt140,(!Huele horrendo!),(!It smells horrible!),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt141,(!¿Hace cuanto no se lava su miembro?!),(!How long has it been since he washed his member?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt142,(Pero por otro lado....),(But on the other hand...),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt143,(No se compara al pene de mi novio...),(It doesn't compare to my boyfriend's penis...),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt144,(!Este pene es un mounstro!),(!This penis is a monster!),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt145,(Y tiene algo....),(And there's something about it...),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt146,(Que hace que me exite muchisimo....❤),(That turns me on so much....❤),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt147,!!Mas rapido zorra!!,!!Faster bitch!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt148,...glup...,...gulp...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt149,!!Glup.... !!glup!...,Gulp.... !!Gulp!...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt150,!!Glup...!,!!Gulp...!,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt151,(Estoy tan caliente....),(I'm so horny....),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt152,(!No puedo parar de exitarme!),(I can't stop getting turned on!),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt153,(¿Como es que esta persona me pone asi?),(How does this person turn me on like this?),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt154,(¿Lo estare haciendo bien?),(Am I doing it right?),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt155,!!TRAGATELA TODA PERRA!!!,!!SWALLOW IT ALL BITCH!!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt156,!!OOOH SIIII!!❤,!!OOOH YES!!❤,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt157,(¿Por que no puedo parar de hacer esto?),(Why can't I stop doing this?),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt158,(¿De verdad esto me gusta?),(Do I really like this?),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt159,¿No puedes parar de comerte mi verga verdad? ,You can't stop sucking my cock right?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt160,Jajaja ,Hahaha,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt161,Es el poder de mi verga....,It's the power of my cock....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt162,Una vez que la pruebas...,Once you try it...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt163,Ninguna otra verga te sabra igual....,No other cock will taste the same to you....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt164,Bien terminamos por hoy....,Okay that's it for today....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt165,Largate zorra...,Get out bitch...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt166,Pero...,But...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt167,¿Pero que?,But what?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt168,No nada...,No nothing...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt169,Dime con confianza....,Tell me with confidence....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt170,Es solo que...,It's just that...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt171,Dejame adivinar....,Let me guess....,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt172,¿Estas muy caliente verdad puta?,You're really horny aren't you bitch?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt173,.....,.....,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt174,Si.......,Yes.......,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt175,¿Por eso no puedes parar de mamarmela verdad? JAJAJA,Is that why you can't stop sucking me right? LOL,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt176,¿Cuando fue la ultima vez que tu novio te cogio?,When was the last time your boyfriend fucked you?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt177,.... No lo recuerdo...,.... I don't remember...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt178,No puedo creerlo...,I can't believe it...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt179,Bien... ya que asi lo deseas....,Fine... since that's what you want...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt180,Hare tu sueño realidad....,I'll make your dream come true...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt181,!!Hoy te voy a hacer toda mia!!,Today I'm going to make you all mine!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt182,E... !espera!..,W... wait!..,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt183,!¿Ahora que zorra?!,Now what bitch?!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt184,Hagamoslo pero...,Let's do it but...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt185,Por favor ¿Puedes ponerte un condon?,Please can you put on a condom?,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt186,(!¿Pero que cosas estoy diciendo?!!),(What am I saying?!!),,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt187,Es que jamas lo he hecho sin condon...,I've never done it without a condom before...,,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt188,!JAJAJA!,HAHAHA!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt189,Muy bien. Ya que hoy te portaste muy docil.... ,Very well. Since you were so docile today...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt190,Por esta ocacion sera a tu manera...,This time it'll be your way...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt191,Pasame el condon.,Pass me the condom.,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S10.png,NTR3
ntr3_visual_txt192,Aqui tienes...,Here you go...,,NORMAL,res://art/cutscenes/NTR/ntr3/S11.png,NTR3
ntr3_visual_txt193,Gracias por aceptar.,Thanks for accepting.,,NORMAL,res://art/cutscenes/NTR/ntr3/S11.png,NTR3
ntr3_visual_txt194,Como negarme con esa cara tan linda que tienes.,How can I refuse with that cute face of yours?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S11.png,NTR3
ntr3_visual_txt195,Solo haces que me caliente mas...,You only make me hornier...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S11.png,NTR3
ntr3_visual_txt196,Muy bien ahi lo tienes...,Very well there you go...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S12.png,NTR3
ntr3_visual_txt197,(Sigo sin creer lo enorme que es),(I still can't believe how big it is),,NORMAL,res://art/cutscenes/NTR/ntr3/S12.png,NTR3
ntr3_visual_txt198,Bien sigueme a mi cuarto...,Fine follow me to my room...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S12.png,NTR3
ntr3_visual_txt199,Por fin vas a hacer mia...,You're finally going to make me mine...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S13.png,NTR3
ntr3_visual_txt200,!Te voy a dar tan duro que no podras levantarte en semanas!,I'm going to hit you so hard you won't be able to get up for weeks!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S13.png,NTR3
ntr3_visual_txt201,Hoy te vas a volver una verdadera mujer...,Today you're going to become a real woman...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S13.png,NTR3
ntr3_visual_txt202,Por fin vas a sentir una verdadera verga dentro de ti...,You're finally going to feel a real cock inside you...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt203,¿Preparada?,Ready?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt204,(!Havany para esto!),(Havany for this!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt205,(!¿Pero que estoy haciendo?!),(What am I doing?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt206,(!¿Es esto lo correcto?!),(Is this the right thing?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt207,(!¿De verdad voy a hacerle infiel a mi novio con este hombre?!),(Am I really going to cheat on my boyfriend with this man?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt208,(!¿Despues de todo lo que el ha hecho por mi?!),(After everything he's done for me?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14_1.png,NTR3
ntr3_visual_txt209,(!¿Como voy a verlo a la cara despues de esto?!),(How am I going to face him after this?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14_1.png,NTR3
ntr3_visual_txt210,(!¿Es esto lo correcto?!),(Is this the right thing?!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14_1.png,NTR3
ntr3_visual_txt211,(!Havany no puedes si haces estoy no hay vuelta atras!!),(Havany you can't do this there's no turning back!!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14_1.png,NTR3
ntr3_visual_txt212,(!!No debes!!),(You shouldn't!!),,NORMAL,res://art/cutscenes/NTR/ntr3/S14_1.png,NTR3
ntr3_visual_txt213,!!TOMA ESTO PUTA!!,TAKE THIS BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14_1.png,NTR3
ntr3_visual_txt214,!!!AAAAAAAAHHHH!!!,!!!AAAAAAAAHHHH!!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt215,Jajaja !estas muy apretada pero sabia que te entraria!,Hahaha! You're so tight but I knew it would fit you!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt216,!!Ahhh....!!,!!Ahhh....!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt217,!!Ahhh... AHHHH!!,!!Ahhh... AHHHH!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt218,Tu coño se siente delicioso...,Your pussy feels delicious...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt219,¿Te gusta mi verga dentro de ti zorra?,Do you like my cock inside you bitch?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt220,!!Ahhh....!!❤,!!Ahhh....!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt221,Si...❤,Yes...❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt222,!!Ahhh... AHHHH!!❤,!!Ahhh... AHHHH!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt223,!!Que rico!! ❤,!!So yummy!! ❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt224,!!Jamas habia sentido!!,!!I've never felt anything like that before!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt225,!!Algo asi ❤!!,!!Something like that ❤!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt226,!!Duele mucho pero!!,!!It hurts a lot but!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt227,!!Es una sensacion!!,!!It's a sensation!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt228,❤!!Increible!!❤,❤!!Incredible!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt229,¿Nada comparado con la verga de tu novio no?,Nothing compared to your boyfriend's cock right?,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt230,!!Para nada!!,!!Not at all!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt231,!!Estoy demasiado caliente!!,!!I'm too horny!!,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt232,Mmmmh.....❤,Mmmmh.....❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt233,Bien pues preparate por que...,Well then get ready because...,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt234,!!Te voy a coger como la puta que eres todo el dia!!,!!I'm going to fuck you like the whore you are all day long!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt235,!!Ahhh....!!❤,!!Ahhh....!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt236,!!Si!!!❤,!!Yes!!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
ntr3_visual_txt237,!!Hazlo!!!❤,!!Do it!!!❤,,NORMAL,res://art/cutscenes/NTR/ntr3/S14.png,NTR3
